id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2095283	10.2307/2095283	Unemployment and Criminal Involvement: An Investigation of Reciprocal Causal Structures	Terence P. Thornberry, R. L. Christenson	American Sociological Review	49	3	1984-06-01T00:00:00Z	pp. 398-411	American Sociological Association	fla		Current etiological theories of criminal behavior are unidirectional in structure; positing that crime is caused by a variety of social factors, these theories tend to ignore the reciprocal causal influence of crime on those factors. The present paper assesses the theoretical and empirical consequences associated with unidirectional explanations of criminal involvement. Using a linear panel model approach, it also examines the advantages of reciprocal causal structures by estimating a nonrecursive model of the relationship between crime and one other variable, unemployment. Results indicate that a reciprocal model is far more accurate than a traditional, unidirectional one; unemployment and crime appear to mutually influence one another over the individual's life span. Implications of these findings for etiological theories of criminal behavior are discussed.	
10.2307/2095178	10.2307/2095178	Social Class and Psychological Distress	Ronald C. Kessler, Paul D. Cleary	American Sociological Review	45	3	1980-06-01T00:00:00Z	pp. 463-478	American Sociological Association	fla		Although a negative relationship between socioeconomic position and psychological distress has consistently been documented in community surveys, we know very little about the determinants of this relationship. The dominant interpretation argues that distress is caused by exposure to stressful life experiences, that lower status people are highly exposed to this sort of experience, and that statistical adjustment for differential exposure can account for the higher rates of distress among lower status people. In this paper, a different interpretation is emphasized. It is shown that differential exposure to stress, while clearly of some importance, accounts for only a minor part of the status/distress relationship, and that a far more central role is played by class differences in responsiveness to stress--that is, by the fact that lower status people are more likely than middle and upper status people to develop symptoms of distress when exposed to problematic life experience. Several plausible interpretations of this differential responsiveness are presented and an analysis strategy developed to evaluate their relative contributions. Results of an empirical evaluation document the importance of social origins and mobility experiences as determinants of differential responsiveness to stress.	
10.2307/2094494	10.2307/2094494	Behaviorism on Verstehen and Erklaren	John D. Baldwin, Janice I. Baldwin	American Sociological Review	43	3	1978-06-01T00:00:00Z	pp. 335-347	American Sociological Association	fla		Modern behaviorism has made significant progress in analyzing private behavior: cognition and emotion. The behavioral distinction between contingency-shaped and rule-governed behavior establishes a starting point for analyzing tacit (subjective, private) knowledge and explicit (objective, public) knowledge. The present paper extends this analysis to include the issues of verstehen and erklären. One subset of tacit knowledge is verstehen. Behavioral analysis (1) describes the special qualities of this type of tacit knowledge and (2) delineates the circumstances under which verstehen will occur and produce valid understanding. Modern behaviorism makes it possible to carry out a scientific analysis of the socialization experiences through which people learn to attach meaning to their thoughts, actions and emotions. Thus, modern behaviorism can generate an erklärte understanding of the topic usually reserved for verstehen. Neither tacit nor explicit knowledge can replace the other, nor can verstehen and erklären. Both are needed and natural components of human behavior. Since both are frequently intermeshed, rarely does one encounter a pure form of either.	
10.2307/2094613	10.2307/2094613	Typological Invalidity in "Generation and Family Effects in Value Socialization"	Maureen J. McConaghy	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 369-372	American Sociological Association	fla			
10.2307/2095015	10.2307/2095015	Three Parametric Techniques for Contingency Table Analysis: A Nontechnical Commentary	Michael Swafford	American Sociological Review	45	4	1980-08-01T00:00:00Z	pp. 664-690	American Sociological Association	fla		This article presents a direct comparison of three "new" parametric techniques for contingency table analysis--linear probability, logit, and log-linear modeling. The comparisons are rendered as nontechnical as possible, so that those familiar with ordinary regression will readily see how each of these techniques is analogous to regression in cases where one variable is deemed dependent on the others. The paper highlights the availability of linear probability modeling, a technique which has been largely ignored by sociological practitioners despite some attractive features. It also describes eight common errors in published applications of log-linear modeling.	
10.2307/2094342	10.2307/2094342	Socio-Historical Model and Developmental Theory: Charismatic Community, Charisma of Reason and the Counterculture	Guenther Roth	American Sociological Review	40	2	1975-04-01T00:00:00Z	pp. 148-157	American Sociological Association	fla		The purpose of this essay is threefold: (1) methodological, to clarify a basic distinction in Max Weber's work, and historical analysis in general, between socio-historical models and developmental or "secular" theories; (2) theoretical, to examine two neglected aspects of Weber's analysis of charisma, the community of ideological virtuosi (a model), and the charisma of reason as a revolutionary legitimation founded on natural rights (a developmental theory); (3) substantive, to apply model and theory to the counterculture in order to provide a novel theoretical framework for its further study. Socio-historical models are generalizations which emphasize the repetitive side of history; developmental theories describe and explain particular historical phenomena. The model of the charismatic community of ideological virtuosi comprises an emotional consociation with a distinct pattern of ideology, membership and want satisfaction. Historically, the charisma of reason and natural rights, which infused its principles into the French Revolution and later into ethical socialism, was destroyed by the advent of evolutionary and deterministic Marxism. The recent youth and student rebellions are viewed as the charismatic eruption of a new moral mood reviving the charisma of reason, and the contemporary peaceful communes and warlike groups are interpreted as the counterculture's charismatic core.	
10.2307/2094179	10.2307/2094179	Components of Sustenance Organization and Nonmetropolitan Population Change: a Human Ecological Investigation	W. Parker Frisbie, Dudley L. Poston, Jr.	American Sociological Review	40	6	1975-12-01T00:00:00Z	pp. 773-784	American Sociological Association	fla		An assumption basic to human ecological theory, as developed by Gibbs, Hawley, Martin and others, states that a significant relationship exists between sustenance organization and population growth or decline. The present investigation transforms this assumption into an empirically verifiable hypothesis. Several components of sustenance organization are operationalized and found to account for a substantial proportion of the variation in relative population change in the nonmetropolitan countries of the United States between 1960 and 1970. The efficacy of sustenance activities as an explanation of population change is tested against a number of competing hypotheses focusing on age and racial composition, economic opportunities and proximity to metropolitan areas. Collectively these alternative explanations add little to the amount of variation in population change accounted for by components of sustenance organization. The implications of these findings for ecological theory are discussed in some detail.	
10.2307/2095107	10.2307/2095107	Paranoia and the Structure of Powerlessness	John Mirowsky, Catherine E. Ross	American Sociological Review	48	2	1983-04-01T00:00:00Z	pp. 228-239	American Sociological Association	fla		Paranoia is an alienation from others that has gone beyond a sense of disconnection to one of persecution. Very little is known about the relationship of paranoia to sociodemographic variables. However, prior theory and research provide a basis for inference. We argue that social positions characterized by powerlessness and by the threat of victimization and exploitation tend to produce paranoia. Powerlessness leads to the belief that important outcomes in one's life are controlled by external forces and other persons, rather than by one's own choice and effort. This belief in external control interacts with the threat of victimization or exploitation to produce mistrust, which may then develop into paranoia. Using data from a community mental health survey of persons living in El Paso, Texas, and Juarez, Mexico, we find that belief in external control is directly associated with low socioeconomic status, Mexican heritage, and being female. Belief in external control interacts with low current socioeconomic status to produce mistrust, which in turn is the major factor directly associated with paranoia.	
10.2307/2095279	10.2307/2095279	Expected Versus Actual Work Roles of Women	Cynthia Rexroat, Constance Shehan	American Sociological Review	49	3	1984-06-01T00:00:00Z	pp. 349-358	American Sociological Association	fla		This paper examines the impact of women's long-range work plans for mid life on actual work behavior at that age for a cohort of women who were 35 in 1980. We hypothesized that work plans would significantly affect actual behavior at mid life, and moreover, would modify the effects of many variables typically associated with women's employment. Our findings indicate plans did influence subsequent behavior, largely reflecting the realization of plans for those who expected to be employed. Further, marital and fertility status considerably influenced the labor force behavior only of those who expected to be at home, while employment history affected the employment only for those expecting to be employed. These results suggest: (1) demographic and economic change over the 1970s differentially affected this cohort's ability to actualize plans for mid life; and (2) the employment behavior of those who planned to be full-time housewives may be a transitory response to changes in their domestic roles.	
10.2307/2094697	10.2307/2094697	Determinants of Juvenile Court Dispositions: Ascriptive and Achieved Factors in Two Metropolitan Courts	Lawrence E. Cohen, James R. Kluegel	American Sociological Review	43	2	1978-04-01T00:00:00Z	pp. 162-176	American Sociological Association	fla		This paper examines the impact of stereotypical and discriminatory factors on the severity of dispositions accorded juveniles in two courts, Denver and Memphis, which differed in their orientation to juvenile justice and in regional location. Because the conclusions of earlier research on juvenile justice decision making are affected by inadequate data-analytic techniques, this study analyzes multivariate relationships among qualitative variables using Goodman's method of log linear analysis to investigate possible sources of bias in the severity of disposition for 6,894 male juveniles. Little support is found for the argument that race or social class bias directly affects the dispositions in these two courts. The implications of this research for understanding the prior pattern of contradictory findings and for the general issue of bias in the juvenile justice system are discussed.	
10.2307/2095285	10.2307/2095285	Imitation and Suicide: A Reexamination of the Werther Effect	Ira M. Wasserman	American Sociological Review	49	3	1984-06-01T00:00:00Z	pp. 427-436	American Sociological Association	fla		The study reexamines Phillips's findings regarding the linkage between the appearance of news stories on prominent suicides and the subsequent monthly rise of national suicides-the Werther effect. Extending Phillips's original data set to 1977, and employing the quasi-experimental method, it is found that stories on prominent suicides are likely to trigger a subsequent rise in national suicides. However, this rise may be related to the linkage of suicide with the business cycle, and the fact that more prominent suicides may occur in years when there is a downturn in the economy. This study analyzes suicide rate data with a multivariate time-series model and controls for seasonal effects, the average duration of unemployment and war. No significant linkage is found between the national suicide rate and stories on prominent suicides on the front page of the New York Times. Employing Boorstin's definition of celebrities, the prominent suicides on the front page of the New York Times between 1947 and 1977 are differentiated as celebrity and noncelebrity suicides. Examining only celebrity suicides, it is found that a significant rise in the national suicide rate occurs in the month after a celebrity commits suicide. Suicidal imitation by the public is more selective than originally hypothesized by Phillips.	
10.2307/2095053	10.2307/2095053	On Social Learning and Deviant Behavior: A Reappraisal of the Findings	Mark C. Stafford, Sheldon Ekland-Olson	American Sociological Review	47	1	1982-02-01T00:00:00Z	pp. 167-169	American Sociological Association	fla			
10.2307/2095284	10.2307/2095284	Positional Power, Strikes and Wages	Luca Perrone, Erik Olin Wright, Larry J. Griffin	American Sociological Review	49	3	1984-06-01T00:00:00Z	pp. 412-426	American Sociological Association	fla		Research on strikes has suffered from the lack of convincing measures of power which are operationally independent of the behaviors and outcomes such power is meant to explain. In particular, many discussions of strike behavior discuss the disruptive potential of strikes for the economy as a whole as an important structural basis of power, but such disruptive potential remains unmeasured. This paper proposes a strategy for measuring such disruptive potential using Leontief input-output matrices of intersectoral flows of commodities. The measure essentially taps the extent to which the cessation of production in one sector remains a purely local event or has ramifications throughout the economic structure. The empirical analysis of the paper then uses this measure to predict two outcomes: intersectoral wage differentials, and intersectoral strike behavior. The core results indicate that the measure of structural power predicts intersectoral wage differences extremely well but does not account for differences in strike propensities. The implications of these findings are then discussed in terms of the general problem of understanding the interconnections between power, strike behavior and wages.	
10.2307/2094493	10.2307/2094493	Determinants and Behavioral Consequences of Psychological Modernity: Empirical Evidence from Costa Rica	Michael Armer, Larry Isaac	American Sociological Review	43	3	1978-06-01T00:00:00Z	pp. 316-334	American Sociological Association	fla		A major goal of research on national development and underdevelopment is to specify and empirically test propositions drawn from theories emphasizing individual, societal, or international determinants. In this paper we examine a central premise of individual modernity theory that psychological modernity mediates the effects of background factors and directly affects individual behaviors thought to contribute to societal modernization. Several analytical tests were made using fifteen behaviors identified in the modernization literature and an index of modern behavior. Based on data collected from a stratified quota sample of 210 Costa Rican adult males, we (1) estimate separate ordinary least-squares regression equations of the behaviors as a function of psychological modernity and background variables (age, rural-urban residence, education, occupation and income); (2) perform a similar analysis after forming indexes of background and behavioral indicators; and (3) estimate a full structural equation model of eight behaviors incorporating measurement error of psychological modernity and allowing the disturbances in the equations to be correlated. The results indicate that psychological modernity has, in most cases, a negligible effect on behavior when measurement is assumed to be perfect, and nonnegligible effects in the direction predicted for three of the eight behaviors when the measurement error in psychological modernity is taken into consideration. After evaluating design limitations and potential objections, we note that psychological modernity is important in determining only a limited number of behaviors and generally adds little to explaining behavioral variations beyond objective background characteristics. We conclude that psychological modernity appears more as an interpretative construct (and that only in several cases) than a pervasive source of modern behavior. Implications for national development and additional lines of research are discussed.	
10.2307/2094450	10.2307/2094450	Moral Freedom Through Understanding in Durkheim	Jere Cohen	American Sociological Review	40	1	1975-02-01T00:00:00Z	pp. 104-106	American Sociological Association	fla			
10.2307/2095211	10.2307/2095211	A Disaggregation of the Relationship between Socioeconomic Status and Psychological Distress	Ronald C. Kessler	American Sociological Review	47	6	1982-12-01T00:00:00Z	pp. 752-764	American Sociological Association	fla		In this paper data from eight epidemiologic surveys are used to estimate the relative importance of income, education, and occupational status in predicting the distress of people in the normal population. The results show several heretofore undocumented patterns. First, each aspect of SES is significantly associated with distress net of the others. Second, the relative importance varies with the sex and labor force status of the person under consideration. Among men in the labor force, income is the strongest predictor of distress. Among women in the labor force, education is the most important. Among homemakers, education is by far the most important aspect of SES for predicting distress. Several specifications and elaborations of these basic patterns are presented. Together these show that much more than a simple economic reality is involved in the SES-distress relationship. In a closing section, plausible interpretations and directions for future research are discussed.	
10.2307/2094741	10.2307/2094741	On the Use of Ordinal Data in Correlation Analysis	David M. Grether	American Sociological Review	41	5	1976-10-01T00:00:00Z	pp. 908-912	American Sociological Association	fla			
10.2307/2095468	10.2307/2095468	Legal Control of the Southern Civil Rights Movement	Steven E. Barkan	American Sociological Review	49	4	1984-08-01T00:00:00Z	pp. 552-565	American Sociological Association	fla		Debate over the potential power of social movements has focused on the Southern civil rights experience. This debate has neglected, however, the use of the Southern legal system to harass the civil rights movement. This paper identifies two forms of white response-legalistic and violent-to black protest, and examines their impact on major protest campaigns in several Southern communities. In cities where white officials used legal means and avoided violence, civil rights forces were defeated, underscoring the weaknesses of the movement in the face of such legal control. Final remarks discuss implications for the debate addressed by this paper.	
10.2307/2095167	10.2307/2095167	Fundamental Intrinsic Duality, Social Scientific Debates, and the Nature of Psychosocial Modernity: A Reanalysis and Reply to Rau and Others	David Horton Smith	American Sociological Review	47	5	1982-10-01T00:00:00Z	pp. 690-693	American Sociological Association	fla			
10.2307/2095081	10.2307/2095081	The Japanese Americans: Changing Patterns of Assimilation Over Three Generations	Darrel Montero	American Sociological Review	46	6	1981-12-01T00:00:00Z	pp. 829-839	American Sociological Association	fla		Using a national sample of three generations of Japanese Americans, we examine the question of whether socioeconomic mobility leads to cultural, structural, and marital assimilation. On three of our four measures of assimilation, the higher the socioeconomic achievement, the greater the assimilation. These findings are discussed in light of the substantial socioeconomic gains the Japanese American community is presently making and the effect of those gains upon the assimilation of future generations of Japanese Americans. Finally, we develop a sociohistorical model that attempts to explain the unfolding of the assimilation process for our three-generational sample of Japanese Americans.	
10.2307/2094448	10.2307/2094448	Imprisonment and the Expected Value of Criminal Choice: A Specification and Test of Aspects of the Labeling Perspective	Anthony R. Harris	American Sociological Review	40	1	1975-02-01T00:00:00Z	pp. 71-87	American Sociological Association	fla		A fundamental position of contemporary labeling theory is specified and examined: from the viewpoint of an actor publically defined as deviant, increased public intervention will increase the expected value of deviant behavioral choice. Questionnaires administered to 234 black and white inmates in a prison for youthful offenders provide the basis for examining this position in the context of criminal choice, the expected value of criminal choice, and imprisonment. Curvilinear trends in the effects of imprisonment on the relative expected value of "going crooked" as opposed to "going straight" indicate that a modification of the linear expectations generated by the labeling perspective may be in order. An initial decrease in the relative expected value of criminal choice is found for blacks and whites after point-of-entry into prison, and this is identified as a "rehabilitation" effect. With continued imprisonment, however, this effect is reversed and the relative expected value of criminal choice increases. This increase is substantially more marked for whites than blacks, thus suggesting another modification of the labeling perspective: official intervention appears to have differential effects by race.	
10.2307/2094716	10.2307/2094716	Inequality and Police Strength: Conflict Theory and Coercive Control in Metropolitan Areas	David Jacobs	American Sociological Review	44	6	1979-12-01T00:00:00Z	pp. 913-925	American Sociological Association	fla		Conflict theorists have frequently argued that differences in economic resources give elites the ability to control the coercive apparatus of the state. Pronounced economic differences also provide elites with a strong need to maintain order so that ongoing relationships will not be disturbed. Because a strong police force is the most direct way to maintain order, one logical implication of conflict theory is that law enforcement personnel should be most numerous in metropolitan areas where differences in economic resources are greatest. Cross-sectional analyses of large SMSAs in 1960 did not always support this hypothesis. But when data from 1970 were analyzed the results invariably showed that unequal metropolitan areas were likely to have more police and other law enforcement personnel.	
10.2307/2094998	10.2307/2094998	Tolerance of Sexual Nonconformity: City Size as a Situational and Early Learning Determinant	G. Edward Stephan, Douglas R. McMullin	American Sociological Review	47	3	1982-06-01T00:00:00Z	pp. 411-415	American Sociological Association	fla		We examine the relationship between city size and tolerance of sexual nonconformity. Using national opinion survey data collected between 1972 and 1976, with a sample of about 4,000 adults, we compute intolerance ratios for four activities: homosexuality, extramarital sex, premarital sex, and pornography. Intolerance is shown to be strongly related to the size of the city in which the respondent lived at the time the survey was taken. It is much more strongly related, however, to the size of city lived in when the respondent was age sixteen.	
10.2307/2094889	10.2307/2094889	Income Inequality: A Cross-National Study of the Relationships Between MNC- Penetration, Dimensions of the Power Structure and Income Distribution	Volker Bornschier, Thanh-Huyen Ballmer-Cao	American Sociological Review	44	3	1979-06-01T00:00:00Z	pp. 487-506	American Sociological Association	fla		We see personal income inequality as a function of the distribution of power. In contrast to most of the previous research in this field three dimensions of power distribution within countries are explicitly taken into account: the organizational power distribution, the distribution of power in the labor market, and the "steering power" of the state. Going beyond previous formulations of a power theory of income inequality, we take explicitly into account the embracing system of the world economy. The specific focus is on the institution of the multinational corporation (MNC) which forms an all-embracing structure linking countries in a differential manner to the world economy. The concepts of MNC-headquarter status and MNC-penetration are introduced. With respect to the latter, we test the hypothesis that the extent of MNC-penetration affects power distribution which in turn results in a more unequal pattern of income distribution. Empirical analysis is based on multiple regression and pathanalysis. Although no empirical evidence is found to support the complementary hypothesis, i.e., that MNC-headquarter status leads to greater income equality, the hypothesis with regard to MNC-penetration does receive empirical support. Significant positive effects of MNC-penetration on income inequality are demonstrated via its relationship to all three dimensions of the power distribution. Directions for further research are suggested.	
10.2307/2095172	10.2307/2095172	Issues in the Comparative Measurement of Political Democracy	Kenneth A. Bollen	American Sociological Review	45	3	1980-06-01T00:00:00Z	pp. 370-390	American Sociological Association	fla		The empirical study of the causes and consequences of political democracy has been the subject of considerable research. Yet cumulative development of this research is hampered by the controversial aspects and limitations of the existing indices of political democracy. These issues concern the validity of the indicators, the unknown reliability, and the limited sample and temporal coverage of these indices. After a discussion of these issues, a revised index of political democracy that overcomes some of these limitations is presented. The indicators of the revised index are analyzed by means of confirmatory factor analysis and the reliability of the measure is discussed. The index is generally better than existing measures in reliability, sample size, and temporal coverage; but the remaining limitations of the index are reviewed. The moderate to high correlations of this index with other democracy indices support its external validity. Yet, the differences in empirical results possible by using different indices are demonstrated. Finally, there are two appendices. The first provides the technical details of the confirmatory factor analysis. The second appendix lists the values of the political democracy index.	
10.2307/2094921	10.2307/2094921	Between the Labor Process and the State: The Changing Face of Factory Regimes Under Advanced Capitalism	Michael Burawoy	American Sociological Review	48	5	1983-10-01T00:00:00Z	pp. 587-605	American Sociological Association	fla		The paper develops the concept of politics of production through a double critique: first, of recent literature on the organization of work for ignoring the political and ideological regimes in production; and second, of recent theories of the state for failing to root its interventions in the requirements of capitalist development. The paper distinguishes three types of production politics: despotic, hegemonic, and hegemonic despotic. The focus is on national variations of hegemonic regimes. The empirical basis of the analysis is a comparison of two workshops, one in Manchester, England, and the other in Chicago, with similar work organizations and situated in similar market contexts. State support for those not employed and state regulation of factory regimes explain the distinctive production politics not only in Britain and the United States but also in Japan and Sweden. The different national configurations of state intervention are themselves framed by the combined and uneven development of capitalism on a world scale. Finally, consideration is given to the character of the contemporary period, in which there emerges a new form of production politics--hegemonic despotism--founded on the mobility of capital.	
10.2307/2094470	10.2307/2094470	Occupational Income and the Effects of Minority Competition and Segregation: A Reanalysis and Some New Evidence	David Snyder, Paula M. Hudis	American Sociological Review	41	2	1976-04-01T00:00:00Z	pp. 209-234	American Sociological Association	fla		This paper investigates the causal dynamics underlying the negative relationship between occupational income and concentrations of minority (female and black male) workers. In particular, the study examines competition (entrance of minorities depresses occupational income) versus segregation (minority workers are excluded from higher paying occupations) arguments, which have not been adequately addressed in previous empirical research. Regression analyses of 1950 through 1970 U.S. Census data on detailed occupations indicate that competition and segregation are race or sex specific processes. Females appear to compete with white males, but there is no support for wage segregation of women. Conversely, the findings show segregation but not competition in the case of black men. However, neither competition nor segregation is empirically very important during the period covered by the Census data. Instead, "historical" factors which have largely determined the occupational distributions of income and minorities (in the lower paying jobs) are identified as the most important sources of the lesser economic rewards of heavily black or female occupations. Historical analyses are therefore suggested for further investigation of these issues.	
10.2307/2094505	10.2307/2094505	Structural Determinants of Urbanization in Asia and Latin America, 1950- 1970	Glenn Firebaugh	American Sociological Review	44	2	1979-04-01T00:00:00Z	pp. 199-215	American Sociological Association	fla		Why is the world becoming increasingly urban? The primary reason is economic development, but economic development alone is inadequate for explaining urbanization in the Third World. Theoretical arguments and fragmentary empirical evidence suggest that, in the underdeveloped regions of Asia and Latin America, urbanization is caused by adverse rural conditions as well as by economic development. Data for 27 Asian and Latin American nations in 1960 and 1970 provide evidence that two rural conditions, high agricultural density and plantation agriculture, spur urbanization in underdeveloped regions, independent of the effects of economic development and prior urbanization in these regions.	
10.2307/2094566	10.2307/2094566	Reply to Daft and MacMillan	Norman P. Hummon, Patrick Doreian	American Sociological Review	42	4	1977-08-01T00:00:00Z	pp. 672-674	American Sociological Association	fla			
10.2307/2094504	10.2307/2094504	The Founding of the American Sociological Review: The Anatomy of a Rebellion	Patricia Madoo Lengermann	American Sociological Review	44	2	1979-04-01T00:00:00Z	pp. 185-198	American Sociological Association	fla		The establishment of the ASR in 1935 conventionally is seen as a rebellion against the influence of the Chicago School on the profession. Drawing on hitherto untapped archival materials, this paper attempts to resolve an ongoing controversy about the sources of this rebellion. It outlines the events in the rebellion, identifies the protagonists in the conflict, and describes the reasons for conflict. The rebellion was led by "association" men, rebelling against a variety of elitist trends in the professional community. The event occurred in the context of a variety of practical stresses resulting from the Depression. My account of this episode is related to a contemporary debate in the sociology of science about the nature of scientific change.	
10.2307/2095417	10.2307/2095417	Mobilization and Participation: Social-Psychological Expansisons of Resource Mobilization Theory	Bert Klandermans	American Sociological Review	49	5	1984-10-01T00:00:00Z	pp. 583-600	American Sociological Association	fla		Resource mobilization theorists have nearly abandoned social-psychological analysis of social movements. In this paper a fresh case is made for social psychology. New insights in psychology are combined with resource mobilization theory in an attempt to overcome the weaknesses of traditional social-psychological approaches to social movements. Expectancy-value theory is applied to movement participation and mobilization. It is assumed that the willingness to participate in a social movement is a function of the perceived costs and benefits of participation. Collective and selective incentives are discussed. Expectations about the behavior of others are introduced as an important expansion of expectancy-value theory to make this framework applicable to movement participation. The theory is applied to mobilization campaigns of the labor movement, and empirically tested in a longitudinal study of a campaign during the 1979 collective negotiations in the Netherlands. Outcomes support the theory. Theoretical and practical implications are discussed.	
10.2307/2094790	10.2307/2094790	State Boundaries and the World-Economy: Reply to Stack	Richard Rubinson	American Sociological Review	43	4	1978-08-01T00:00:00Z	pp. 614-615	American Sociological Association	fla			
10.2307/2094259	10.2307/2094259	Social Class and Parental Values: Another Confirmation of the Relationship	Melvin L. Kohn	American Sociological Review	41	3	1976-06-01T00:00:00Z	pp. 538-545	American Sociological Association	fla			
10.2307/2094831	10.2307/2094831	Once Again: The Case For Parsons's Voluntarism	Jeffrey C. Alexander	American Sociological Review	44	1	1979-02-01T00:00:00Z	pp. 175-177	American Sociological Association	fla			
10.2307/2094709	10.2307/2094709	Deterrence and Social Control	Harold G. Grasmick, Steven D. McLaughlin	American Sociological Review	43	2	1978-04-01T00:00:00Z	pp. 272-278	American Sociological Association	fla			
10.2307/2095106	10.2307/2095106	Causes and Consequences of Sex-Role Attitudes and Attitude Change	Arland Thornton, Duane F. Alwin, Donald Camburn	American Sociological Review	48	2	1983-04-01T00:00:00Z	pp. 211-227	American Sociological Association	fla		Using data from an eighteen-year panel study of women and their children, this paper addresses a range of questions regarding sex-role attitudes and attitude change. A definite trend toward more egalitarian conceptions of women's roles is observed through the mid 1970s and into the 1980s. There is little evidence of a general nature that indicates that this trend is slowing. An analysis of the determinants of sex-role attitudes shows that youth, labor force experience, and educational attainment contribute to the formation of egalitarian views of women's roles, while church attendance and a fundamentalist Protestant religious identification tend to preserve more traditional outlooks. There is also evidence of reciprocal effects of attitudes with labor force participation, but not with fertility, church attendance, education, and marital stability. Finally, it is shown that mothers' sex-role attitudes and experiences play an important role in shaping the attitudes of their offspring.	
10.2307/2094606	10.2307/2094606	Deterrence as Social Control: The Legal and Extralegal Production of Conformity	Robert F. Meier, Weldon T. Johnson	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 292-304	American Sociological Association	fla		Previous work dealing with the deterrent effects of legal sanctions has lacked an appropriate sociological context. This paper adopts a theoretical perspective which views legal threats as only one mechanism which may produce conformity. Our framework, which is consistent with both the social control and social influence literature, emphasizes the possible importance of extralegal factors in the production of conformity. We illustrate the methodological implications of our approach empirically with a test of the deterrence doctrine that focuses on the use of marijuana. A multiple regression analysis of data obtained from a sample of both marijuana users and nonusers in a jurisdiction with severe penalties for the use of marijuana indicates that the criminal law receives support from certain extralegal inhibitory influences. Moreover, when the relative efficacy of these extralegal influences are compared to the controlling effects of legal threats, the extralegal influences are found to be the more important.	
10.2307/2094549	10.2307/2094549	Black Subordination and White Economic Well-Being	Wayne J. Villemez	American Sociological Review	43	5	1978-10-01T00:00:00Z	pp. 772-776	American Sociological Association	fla			
10.2307/2094436	10.2307/2094436	Party Class Images and the Class Vote in Canada	Rick Ogmundson	American Sociological Review	40	4	1975-08-01T00:00:00Z	pp. 506-512	American Sociological Association	fla		Canada stands out sharply as a country in which the ralationship of social class to electoral politics appears to be almost non-existent. The class vote in Canada is re-examined using a new measure which takes into account voter perceptions of the class positions of the political parties. The results indicate that voter interest in class issues is greater than previously thought. This, in turn, suggests that the main source of the anomaly associated with the Canadian case resides, not with the Canadians themselves, but with the nature of the electoral options presented to them. This finding suggests that one cannot assume that the politics of a democracy faithfully reflect the salient concerns of its citizens. The results also suggest that conventional measures of voting behaviour, which normally fail to take into account the variable nature of electoral options, provide a poor indicator of the nature of mass sentiment.	
10.2307/2094982	10.2307/2094982	The Meaning and Measurement of Income Inequality	David McGranahan	American Sociological Review	46	2	1981-04-01T00:00:00Z	pp. 240-241	American Sociological Association	fla			
10.2307/2095075	10.2307/2095075	Keeping up the Neighborhood: Estimating Net Effects of Zoning	Anne B. Shlay, Peter H. Rossi	American Sociological Review	46	6	1981-12-01T00:00:00Z	pp. 703-719	American Sociological Association	fla		A political dimension is added to a framework of urban ecology by examining the impact of zoning on housing and population growth within the Chicago metropolitan area. Looking at the social and demographic changes within a sample of 395 central city and suburban tracts, the analyses model the effects of zoning on growth from 1960 to 1970. Findings show that by regulating the types of housing that may be included within local areas, zoning affects local housing availability and hence the socioeconomic composition of sub-areas in the Chicago SMSA. Such findings suggest that the urban ecology framework requires modification to account for the influence of political processes.	
10.2307/2094553	10.2307/2094553	The Production of Cynical Knowledge in Organizations	Fred H. Goldner, R. Richard Ritti, Thomas P. Ference	American Sociological Review	42	4	1977-08-01T00:00:00Z	pp. 539-551	American Sociological Association	fla		The term "cynical knowledge" is used to describe the understanding by members of an organization that presumably altruistic procedures or actions of that organization actually serve the purposes of maintaining the legitimacy of existing authority or preserving institutional structure. This paper explores the processes by which organization members obtain cynical knowledge. A study of the priests of a larger American archdiocese offers evidence that discrepancies in their belief systems, associated with age, can be explained successfully by an understanding of the role that cynical knowledge plays in an organization dependent upon commitment to altruistic ends. In any institution characterized by a strong belief system, authority relationships may be threatened to the degree that cynical knowledge is acquired by participants early in their careers. Such breakdowns of authority relationships may become more common with the organizational changes now occurring in many professional organizations.	
10.2307/2094178	10.2307/2094178	Socioeconomic Status and Criminal Sentencing: An Empirical Assessment of a Conflict Proposition	Theodore G. Chiricos, Gordon P. Waldo	American Sociological Review	40	6	1975-12-01T00:00:00Z	pp. 753-772	American Sociological Association	fla		The "conflict perspective" has generated considerable critical interest in the mechanisms of criminal sanctioning. Among the hypotheses generated by conflict criminology is the proposition that "when sanctions are imposed, the most severe sanctions will be imposed on persons in the lowest social class" (Chambliss and Seidman, 1971:475). This paper affords an empirical test of that proposition, which has been widely accepted as true despite the absence of substantial supporting evidence. Prison sentences received by 10,488 inmates for a total of seventeen specific offenses, within three southeastern states are examined. Product-moment correlations between a defendant's SES and the sentence received provide no support for the conflict proposition, and this conclusion is further strengthened when controls are introduced for "prior record" and demographic characteristics of the defendant. Multiple correlation and beta coefficients are also examined with similar conclusions. Implications for the explanation of criminal sanctioning institutions by conflict mechanisms are suggested.	
