id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2095694	10.2307/2095694	Sentencing the White-Collar Offender	Michael L. Benson, Esteban Walker	American Sociological Review	53	2	1988-04-01T00:00:00Z	pp. 294-302	American Sociological Association	fla		With a modified version of the white-collar sentencing model developed by Wheeler, Weisburd, and Bode (1982), we analyze sentences for a sample of white-collar offenders adjudicated in one federal court between 1970 and 1980. Contrary to Wheeler et al., in this study socioeconomic status is not related to sanction severity. Higher-status offenders are no more likely to be incarcerated than low-status offenders, nor do they receive longer sentences. We explore whether the relationship between socioeconomic status and sentence severity changed after the 1974 Watergate scandal. Our analysis suggests that the contextual characteristics of the districts studied by Wheeler et al. may account for their anomalous finding on social status. We argue that contextual variations in criminal sentencing extend both to social status and race.	
10.2307/2095753	10.2307/2095753	The Local Welfare State: Two Strategies for Social Domination in Urban Imperial Germany	George Steinmetz	American Sociological Review	55	6	1990-12-01T00:00:00Z	pp. 891-911	American Sociological Association	fla		Poor relief and unemployment insurance were two social policies that provided aid to jobless workers in urban Imperial Germany (1871-1914). What determined the marked variation in poor relief spending by German cities? Why did some urban elites adopt a form of subsidized unemployment insurance that strengthened socialist trade unions? The local welfare state is interpreted as an object of social conflict and an instrument of elite social domination. The social-political efforts of local elites are seen as embedded within three different, coexisting images of society: (1) an older social discourse that depicted the state and elites as confronting an undifferentiated mass of disorderly poor; (2) a paradigm emerging during the second half of the nineteenth century that focused on the  worker question  while discouraging workers from organizing and participating in social policy; and (3) a forward-looking,  proto-corporatist  discourse in which organized labor is brought into social administration in exchange for social peace. Because elites viewed poor-relief policy within the older social framework, relief spending increased in response to violent protests. Situated within the emergent proto-corporatist framework, municipal unemployment insurance was more likely to be introduced where the Social Democratic Party participated in local government but was not an extraparliamentary threat. The analysis also suggests that state capacities, such as the size and complexity of the bureaucracy, are not independent causal factors, but instead mediate the impact of other causal variables.	
10.2307/2117757	10.2307/2117757	Estimating Selection Effects in Occupational Mobility in a 19th-Century City	Melissa A. Hardy	American Sociological Review	54	5	1989-10-01T00:00:00Z	pp. 834-843	American Sociological Association	fla		This study examines the relationship between the processes of occupational mobility and persistence. Using manuscript census data from Indianapolis, 1850-1860, I assess the importance of selection effects on the likelihood of upward or downward mobility and on the socioeconomic status achieved by 1860, relative to 1850 origin status. Alternative speculations have argued that out-migrants either constituted a sort of  permanent floating proletariat  (and therefore were distinctly unsuccessful in terms of occupational advancement), or were particularly aggressive entrepreneurs (and therefore likely to be among the most successful). As an indirect test of these hypotheses, mobility and persistence were modeled as joint outcomes influenced by a common set of  unobserved  variables. The analysis of Indianapolis data shows that the sorting processes of occupational mobility and nonpersistence were affected by a similar set of observed characteristics, but that unmeasured variables exerted no net effects.	
10.2307/2095642	10.2307/2095642	Organizational Growth of Small Firms: An Outcome of Markets and Hierarchies?	Mark H. Lazerson	American Sociological Review	53	3	1988-06-01T00:00:00Z	pp. 330-342	American Sociological Association	fla		The success of small manufacturing firms is premised on their ability to develop alternative organizational strategies. This research, centered in Modena, a province of 600,000 located in the region of Emilia Romagna in north central Italy, demonstrates that when small companies expand through vertical and horizontal integration, they usually create other small firms that they control. This strategy preserves the advantages that Italian small firms enjoy in terms of state support, labor-market flexibility, and organizational efficiencies. Though this organizational form replaces market relations with bureaucratic relations, it bears little resemblance to the markets-versus-hierarchies theory of Oliver Williamson. Small firms integrate vertically and horizontally to insulate themselves from competition, not from the opportunistic practices of buyers and sellers. Indeed, greater reliance by small firms on bureaucratic relations is frequently compensated by their increased dependence on market relations through intensified subcontracting.	
10.2307/2095315	10.2307/2095315	Income Inequality and Political Violence Reconsidered	Erich Weede	American Sociological Review	51	3	1986-06-01T00:00:00Z	pp. 438-441	American Sociological Association	fla			
10.2307/2096459	10.2307/2096459	 Anything But Heavy Metal : Symbolic Exclusion and Musical Dislikes	Bethany Bryson	American Sociological Review	61	5	1996-10-01T00:00:00Z	pp. 884-899	American Sociological Association	fla		I provide quantitative evidence of a cultural phenomenon. Using data on musical dislikes from the 1993 General Social Survey, I link literatures on taste, racism, and democratic liberalism by showing that people use cultural taste to reinforce symbolic boundaries between themselves and categories of people they dislike. Contrary to Bourdieu's (1984) prediction, musical exclusiveness decreases with education. Also, political tolerance is associated with musical tolerance, even controlling for educational attainment, and racism increases the probability of disliking genres whose fans are disproportionately non-White. Tolerant musical taste, however, is found to have a specific pattern of exclusiveness: Those genres whose fans have the least education--gospel, country, rap, and heavy metal--are also those most likely to be rejected by the musically tolerant. Broad familiarity with music genres is also significantly related to education. I suggest, therefore, that cultural tolerance constitutes multicultural capital as it is unevenly distributed in the population and evidences class-based exclusion.	
10.2307/2096379	10.2307/2096379	Errata: The Permeability of Class Boundaries to Intergenerational Mobility Among Men in the United States, Canada, Norway and Sweden		American Sociological Review	59	6	1994-12-01T00:00:00Z	p. 937	American Sociological Association	fla			
10.2307/2095290	10.2307/2095290	Classification in Art	Paul DiMaggio	American Sociological Review	52	4	1987-08-01T00:00:00Z	pp. 440-455	American Sociological Association	fla		A framework is proposed to analyze the relationships between social structure, patterns of artistic consumption and production, and the ways in which artistic genres are classified. This framework helps to integrate findings of consumption surveys and to explain the emergence of new artistic genres as a form of ritual classification. Societies' artistic classification systems vary along four dimensions: differentiation, hierarchy, universality, and boundary strength. These dimensions are affected by formal characteristics of social structure, the organization of educational systems, and internal relations among cultural dimensions. The dynamics of ritual classification are mediated according to whether artistic production is carried out through commercial, professional, or bureaucratic means.	
10.2307/2095505	10.2307/2095505	State Structures and Ideological Outcomes	Robert Wuthnow	American Sociological Review	50	6	1985-12-01T00:00:00Z	pp. 799-821	American Sociological Association	fla		Approaches to the sociology of knowledge that posit a direct correspondence between the structure of social arrangements and the content of ideology are considered. Conceptual and methodological difficulties of these approaches are discussed, paying particular attention to a major study that has attempted to provide clear empirical support for the correspondence theory using systematic comparative-historical evidence. The paper re-examines the theoretical and empirical adequacy of Swanson's study of the Protestant Reformation and proposes an alternative perspective on the relation between state structures and ideological outcomes. A comparison of sixteenth-century England and France is presented which indicates that the structure of state power in each fails to conform to Swanson's characterization. The utility of taking a social structural approach that emphasizes the manner in which distributions of social resources affect the likelihood of ideological movements becoming institutionalized is suggested. In the case of the Reformation it appears that a decisive factor was the greater degree, than in France, of state autonomy relative to the landed nobility which had been attained in England by the start of the sixteenth century. Some implications of this argument for the study of ideology in other contexts are suggested.	
10.2307/2095859	10.2307/2095859	Crime and Deviance over the Life Course: The Salience of Adult Social Bonds	Robert J. Sampson, John H. Laub	American Sociological Review	55	5	1990-10-01T00:00:00Z	pp. 609-627	American Sociological Association	fla		Analyzing the natural histories of two samples of boys that differ dramatically in childhood delinquency, we test a model of crime and deviance over the life course. The first hypothesis is that childhood antisocial behavior predicts problems in adult development across a wide variety of dimensions. Second, we argue that social bonds in adulthood--to work and family--explain changes in crime and deviance over the life span. The longitudinal data were reconstructed from the Gluecks' classic study of delinquent and non-delinquent males from childhood to age 32. Childhood delinquency is linked to adult crime, alcohol abuse, general deviance, economic dependency, educational failure, unemployment, divorce, and even charges in the military. Despite this continuity, job stability and strong marital attachment in adulthood inhibit adult criminal and deviant behavior. The results support a model of informal social control that recognizes both stability and change in antisocial behavior over the life course.	
10.2307/2096383	10.2307/2096383	A Comparative Study of Working-Class Disorganization: Union Decline in Eighteen Advanced Capitalist Countries	Bruce Western	American Sociological Review	60	2	1995-04-01T00:00:00Z	pp. 179-201	American Sociological Association	fla		In contrast to the diverse trends that prevailed for most of the postwar period, unionization rates in the advanced capitalist countries generally declined in the 1980s. I propose a discrete-time hazard-rate model to explain this novel pattern of labor disorganization. Model estimates indicate that union decline is related to growing economic openness, unemployment, pre-existing levels of unionization, the decentralization of collective bargaining institutions, and the electoral failure of social democratic parties through the 1980s.	
10.2307/2095506	10.2307/2095506	Toward a Multilevel Distributive Justice Theory	Barry Markovsky	American Sociological Review	50	6	1985-12-01T00:00:00Z	pp. 822-839	American Sociological Association	fla		This theory of distributive justice integrates and refines ideas from the equity, distributive justice and relative deprivation approaches in a formal framework spanning levels of analysis. It assumes that individuals form judgments about the propriety of reward allocations based upon social comparisons across individuals, groups or standards, and that all such comparisons are potential sources for feelings of injustice and justice-restoring behaviors. When linked with Jasso's (1980) theory of aggregate consequences of individual justice evaluations, we have the capability to investigate theoretically and empirically certain individual- and/or aggregate-level behavior as determined by a small set of individual and/or aggregate properties. Research is reported in which individuals responded to unjust pay allocations in a multi-person, multi-group setting--a simulated organization. Hypotheses derived from the theory were concerned with predicting the relative impact of (1) different degrees of injustice (a logarithmic response function was tested); (2) individual versus collective injustices (conditions under which one or the other should predominate were tested); and (3) different numbers of injustices in a situation (increasing the number of injustices was predicted to decrease the impact of each). All of the hypotheses were supported.	
10.2307/2095680	10.2307/2095680	Demographic Structures and Power Hierarchies in Peasant Households	Ni̇lüfer A. İsvan	American Sociological Review	56	1	1991-02-01T00:00:00Z	pp. 132-136	American Sociological Association	fla			
10.2307/2096406	10.2307/2096406	Is Bigger Better? Explaining the Relationship Between Organization Size and Job Rewards	Arne L. Kalleberg, Mark E. Van Buren	American Sociological Review	61	1	1996-02-01T00:00:00Z	pp. 47-66	American Sociological Association	fla		Do employees in large organizations receive different economic and noneconomic job rewards than do employees in small organizations? If so, what explains the relationship between organization size and job rewards? We examine these questions using a recent nationally representative data set that provides information on organizations and their employees in the United States. We find that employees in large organizations have higher earnings, more fringe benefits and opportunities for promotion, but less autonomy on the job than do workers employed by small organizations. Our theoretical framework identifies several possible reasons for the relationship between organization size and job rewards, including industrial, geographic, organizational, and individual variables. Whether a firm has internal labor markets is the correlate of organization size most consistently related to job rewards.	
10.2307/2095916	10.2307/2095916	Social Movements and State Transformation: Labor Unions and Racial Conflict in the War on Poverty	Jill Quadagno	American Sociological Review	57	5	1992-10-01T00:00:00Z	pp. 616-634	American Sociological Association	fla		I analyze the historical development of the job training programs enacted during the War on Poverty. Combining insights from power resource theory, mass turmoil theory, and the polity-centered approach, I develop a  state transformation  theory. State transformation theory moves beyond the traditional focus of social movement theories on how the state shapes the outcome of social protest, to consider how social movements affect the process of state formation. I outline state transformations that occurred in the context of conflict between civil rights activists and organized labor over the definition of economic justice. Evidence indicates that deep structural change occurred within the state and suggests that this transformation was legitimated by ideological claims that redefined democratic rights.	
10.2307/2096133	10.2307/2096133	How 4.5 Million Irish Immigrants Became 40 Million Irish Americans: Demographic and Subjective Aspects of the Ethnic Composition of White Americans	Michael Hout, Joshua R. Goldstein	American Sociological Review	59	1	1994-02-01T00:00:00Z	pp. 64-82	American Sociological Association	fla		In 1980, for the first time, the U.S. Census contained a subjective question about ethnic identity. Natural increase, intermarriage, and subjective identification contribute to the current size of each ethnic group. Simulations for the British-, Irish-, German-, and Italian-origin populations show the interaction among time of arrival, overall fertility and mortality trends, and differential fertility in determining natural increase. The subjective identification with some ethnic groups, notably the Irish and Germans, exceeds what natural increase would imply, while identification with other ethnic groups falls short of what demographic processes would imply. Loglinear models of ethno-religious intermarriage show that religious diversity is an important factor in the diffusion of Irish and German identities, while the relative religious homogeneity of the British and Italians limits the diffusion of those identities. The subjective component is a residual in this analysis.	
10.2307/2095792	10.2307/2095792	The Radicalization of the Brazilian Catholic Church in Comparative Perspective	Kevin Neuhouser	American Sociological Review	54	2	1989-04-01T00:00:00Z	pp. 233-244	American Sociological Association	fla		The organizational transformation literature traditionally has focused on the processes by which organizations become politically more conservative. Recent changes in the Brazilian Catholic church, however, provide the opportunity for examining the conditions under which organizational transformation can take a politically radical direction. I argue that the church's radicalization can be understood only by examining the interaction of the organizational value set and elite response to environmental changes. Opportunity for organizational transformation is created by environmental changes, but the form that transformation takes is constrained by the value-defined terms of legitimate discourse. This interplay of opportunity and constraint explains both the transformation of the Brazilian church and the direction of that transformation. To develop this argument, I present a historical analysis of the process of change in Brazil and then reinforce the conclusions from this case study with a comparative analysis of Argentina, Brazil, Chile, and Colombia.	
10.2307/2096382	10.2307/2096382	Class and Class Conflict in Six Western Nations	Jonathan Kelley, M. D. R. Evans	American Sociological Review	60	2	1995-04-01T00:00:00Z	pp. 157-178	American Sociological Association	fla		People's subjective images of class and class conflict reflect a mixture of both materialist forces and the vivid subjective images of equality and consensus among family, friends, and coworkers. These reference group processes distort perceptions of class: They make most people think they are middle class, thereby weakening the link between objective class and subjective perceptions of class and class conflict, fostering consensual rather than conflictual views of class relations, and attenuating the links between class and politics, particularly in Central European nations. Maximum-likelihood analyses of large, representative national samples from six Western democracies support the argument.	
10.2307/2095826	10.2307/2095826	Inequality, Repression, and Violence: Issues of Theory and Research Design	Edward N. Muller	American Sociological Review	53	5	1988-10-01T00:00:00Z	pp. 799-806	American Sociological Association	fla			
10.2307/2096221	10.2307/2096221	Booing: The Anatomy of a Disaffiliative Response	Steven E. Clayman	American Sociological Review	58	1	1993-02-01T00:00:00Z	pp. 110-130	American Sociological Association	fla		Audience booing is a form of collective behavior that emerges within and has consequences for interactions between speaker and audience. Prior research on applause serves as a comparative reference point for an analysis of booing. The principal finding is that applause and booing are coordinated by different mechanics of collective behavior. Applause usually begins promptly and its onset is coordinated primarily by audience members acting independently in response to prominent junctures in a speech. Booing is usually delayed and is coordinated primarily by audience members monitoring each other's conduct so as to respond together. This asymmetry between applause and booing is explained in terms of general structures of interaction as documented in previous research on affiliative and disaffiliative responses in ordinary conversation. Thus, the sequential structure of interaction embodies a robust framework within which particular activities, including collective activities like applause and booing, are managed.	
10.2307/2096236	10.2307/2096236	Immigrants, Urban Politics, and Policing in 1900	M. Craig Brown, Barbara D. Warner	American Sociological Review	57	3	1992-06-01T00:00:00Z	pp. 293-305	American Sociological Association	fla		America's largest cities in 1900 were struggling under the effects of industrialization, urbanization, and immigration. Increasing numbers of immigrants presented political, economic, and cultural threats to the hegemony of native-born middle- and upper-class Americans. As a result, nonimmigrant Americans put pressure on the police to clamp down on urban crime, especially crime related to undesirable aspects of the  foreign  community's lifestyle like the consumption of alcohol. We test conflict theory's threat hypothesis in large American cities in 1900 by relating the percent foreign-born and the arrest rate for drunkenness under numerous controls suggested by criminological research. Because the urban politics of the period revolved around battles between city bosses and reformers, we incorporate political variables into the analysis. The results support a political interpretation of the aggressiveness with which urban police made arrests for drunkenness.	
10.2307/2096396	10.2307/2096396	The Effect of Changes in Intraracial Income Inequality and Educational Attainment on Changes in Arrest Rates for African Americans and Whites, 1957 to 1990	Gary LaFree, Kriss A. Drass	American Sociological Review	61	4	1996-08-01T00:00:00Z	pp. 614-634	American Sociological Association	fla		Rapid increases in crime in the United States in the 1960s and early 1970s have been puzzling in that they seem to coincide with economic growth and increased educational opportunity for disadvantaged groups, especially African Americans. We argue that these increases in crime may be more understandable in their historical context: Much of the economic expansion during the postwar period and the unprecedented gains in educational attainment for African Americans were accompanied by growing intraracial income inequality. Our annual time-series analysis of African American and White robbery, burglary, and homicide arrest rates from 1957 to 1990 confirms that intraracial income inequality is a consistent predictor of changes in arrest rates for both African Americans and Whites. An interaction analysis of dummy variables indicates that the relationship between education and crime for African Americans and Whites is contingent on levels of intraracial income inequality. For African Americans, increasing educational attainment is associated with rising arrest rates, but only during periods of growing income inequality; for Whites, increasing educational attainment is associated with reduced crime rates, but only during periods of declining inequality.	
10.2307/2096257	10.2307/2096257	Race, Family Structure, and Changing Poverty Among American Children	David J. Eggebeen, Daniel T. Lichter	American Sociological Review	56	6	1991-12-01T00:00:00Z	pp. 801-817	American Sociological Association	fla		The link between family structure and the changing economic well-being of American children since 1960 is examined using child records from the 1960, 1970, and 1980 Public Use Microdata Sample, and from the 1988 March Current Population Survey. We find that: (1) child poverty rates would have been one-third less in 1988 if family structure had not changed since 1960; (2) changing family structure accounted for nearly 50 percent of the increase in child poverty rates since 1980; (3) changing maternal employment patterns placed significant downward pressure on child poverty from 1960 to 1988, but could not prevent the overall rise in child poverty during the 1980s; (4) racial divergence in family structure since 1960 exacerbated the persistent black-white differences in children's economic status; (5) racial differences in parental work patterns since 1960 acted to reduce racial differences in child poverty; and (6) that changing family-size differentials between poor and nonpoor households exerted upward pressure on child poverty rates, especially among whites. Our results reinforce the view that child poverty and racial inequality cannot be separated from the issue of changing family structure in America.	
10.2307/2095728	10.2307/2095728	The Paradox of Group Size in Collective Action: A Theory of the Critical Mass. II.	Pamela E. Oliver, Gerald Marwell	American Sociological Review	53	1	1988-02-01T00:00:00Z	pp. 1-8	American Sociological Association	fla		Many sociologists incorrectly believe that larger groups are less likely to support collective action than smaller ones. The effect of group size, in fact, depends on costs. If the costs of collective goods rise with the number who share in them, larger groups act less frequently than smaller ones. If the costs vary little with group size, larger groups should exhibit more collective action than smaller ones because larger groups have more resources and are more likely to have a critical mass of highly interested and resourceful actors. The positive effects of group size increase with group heterogeneity and nonrandom social ties. Paradoxically, when groups are heterogeneous, fewer contributors may be needed to provide a good to larger groups, making collective action less complex and less expensive.	
10.2307/2095645	10.2307/2095645	Interlocking Directorates and Communities of Interest Among American Railroad Companies, 1905	William G. Roy, Philip Bonacich	American Sociological Review	53	3	1988-06-01T00:00:00Z	pp. 368-379	American Sociological Association	fla		The debate about the separation of ownership and control has focused primarily on internal control of corporations. This study examines the relationship between ownership and control at the interorganizational level. It investigates the relationship between the structure of interorganizational title, as indicated by proprietary communities of interest, and the structure of interorganizational control, as shown by clusters of firms that recruited their boards from the same sets of directors. Secondarily the paper investigates the structure of centrality in the interlocking directorates, for which managerial theory predicts a close relationship between size and centrality. Examining American railroads in 1905, the results show that (1) while ownership and control may or may not have been separate at the level of the individual firm, at the interorganizational level the structure of title conforms very closely to the structure of control; and (2) the structure of centrality exhibits no singular hierarchy, but distinct clusters. Moreover, major companies were not highly central in the entire network, but were instead dominant within particular clusters, suggesting that centralization does not always engender power. The paper concludes that the debate over ownership and control should focus on both organizational and interorganizational levels.	
10.2307/2095807	10.2307/2095807	Understanding Cross-National Variation in Occupational Mobility	Raymond Sin-Kwok Wong	American Sociological Review	55	4	1990-08-01T00:00:00Z	pp. 560-573	American Sociological Association	fla		Past research on the question of whether structural and institutional differences among countries produce distinct mobility patterns has often yielded negative results, finding little cross-national variation. Arguing for the merits of a positive approach, this study formulates specific hypotheses and provides statistical models to demonstrate variation among countries in occupational mobility, using national samples of adult men in the United States, England and Wales, Japan, Hungary, Poland, and Brazil. The results show distinct differences in the mobility patterns of these countries. Moreover, the cross-national variation in relative mobility is neither systematic nor universal.	
10.2307/2096338	10.2307/2096338	Cooperative Strategies in Low-Noise Environments	Edward B. Reeves, Timothy C. Pitts	American Sociological Review	61	2	1996-04-01T00:00:00Z	pp. 338-341	American Sociological Association	fla			
10.2307/2095336	10.2307/2095336	An Organizational Approach to State Policy Formation: A Comparative Study of Energy and Health Domains	Edward O. Laumann, David Knoke, Yong-Hak Kim	American Sociological Review	50	1	1985-02-01T00:00:00Z	pp. 1-19	American Sociological Association	fla		We specify a causal model of factors affecting organizational participation in State policy domains. Issue interests, monitoring resources, and influence reputations are antecedent variables that affect locations in communication and resource exchange networks. These five variables jointly affect the range of core organizations' efforts to influence the outcomes of policy events. Data from the energy and health domains in the 1970s are analyzed with the LISREL program and parameter coefficients are compared across the two domains. Material resource endowments have no direct impact, but issue interests are strongly related to the institutional range of policy events in which organizations are active. In the turbulent and uncertain energy domain, no other structural factors are important, but in the placid and institutionalized health domain, advantageous locations in both the routine communication and resource exchange networks contribute to greater participation in policy events. We discuss the implications of these findings for understanding the social organization of State policymaking systems.	
10.2307/2095517	10.2307/2095517	Opportunity and the Minority Middle Class: A Comparison of Blacks in the United States and Catholics in Northern Ireland	Michael Hout	American Sociological Review	51	2	1986-04-01T00:00:00Z	pp. 214-223	American Sociological Association	fla		The residential segregation of minorities creates middle class niches within an otherwise disadvantaged labor market. The middle-class employment that arises in this ecology is distinct from the middle class of majority groups. It is composed of many community service positions and few positions in management and goods production. This pattern holds for both blacks in the United States and Catholics in Northern Ireland. The growth of the black middle class during the 1960s and 1970s included an increase in middle-class employment in professions not tied to community service. The patterns of internal stratification and middle-class recruitment within the black and Catholic minority groups are very similar, despite the different historical, economic, and cultural contexts of discrimination in the United States and Northern Ireland.	
10.2307/2096420	10.2307/2096420	Engendering the Worlds of Labor: Women Workers, Labor Markets, and Production Politics in the South China Economic Miracle	Ching Kwan Lee	American Sociological Review	60	3	1995-06-01T00:00:00Z	pp. 378-397	American Sociological Association	fla		I conducted a comparative ethnographic study of two gendered regimes of production in two factories in the south China manufacturing region. Owned by the same enterprise, managed by the same team of managers, producing the same products, and using the same technical labor processes, the two factories developed distinctive patterns of shop-floor politics, termed  localistic despotism  and  familial hegemony.  To explain these patterns, I argue that the social organization of local labor markets produces diverse conditions of workers' dependence. The different dependencies determine management's strategies of control, workers' collective practices, and their mutual constructions of workers' gender. This case study leads to critiques and reconstruction of the theory of production politics and the feminist literature on women workers in global factories.	
10.2307/2096296	10.2307/2096296	Prejudice as a Response to Perceived Group Threat: Population Composition and Anti-Immigrant and Racial Prejudice in Europe	Lincoln Quillian	American Sociological Review	60	4	1995-08-01T00:00:00Z	pp. 586-611	American Sociological Association	fla		Following the work of Blumer (1958), I extend and test a theory of prejudice based on perceived threats to dominant racial or national groups by subordinate groups. Perceived threat is hypothesized to be a function of economic conditions and of the size of the subordinate group relative to the dominant group. I test the group-threat theory using a multilevel model that combines population data with survey results on attitudes towards immigrants and racial minorities from Eurobarometer Survey 30.  Group threat  explains most of the variation in average prejudice scores across the 12 countries in the sample and has a small but statistically significant effect on the influence of certain individual-level variables on prejudice. These results demonstrate the importance of perceived intergroup threat in the formation of prejudicial attitudes and suggest a re-interpretation of past findings on the relations between individual characteristics and expressions of prejudice.	
10.2307/2095790	10.2307/2095790	The Positional Power of American Labor, 1963-1977	Michael Wallace, Larry J. Griffin, Beth A. Rubin	American Sociological Review	54	2	1989-04-01T00:00:00Z	pp. 197-214	American Sociological Association	fla		This paper extends Perrone's conceptualization of positional power of labor and investigates its impact on three labor outcomes. We conceptualize positional power as embedded in the structural relations among interconnected spheres of production in the economy. We maintain that positional power is a three-dimensional construct. It entails (1) the ability of workers in a given industry to disrupt operations of other industries  upstream  in the production process, (2) the ability to disrupt operations  downstream  in the production process, and (3) the ability to disrupt production locally within their own industry. After developing new measures of these three dimensions from interindustry input-output flow matrices, we estimate the impact of positional power on three labor outcomes: (a) labor's organizational capacity, (b) labor militancy, and (c) labor's economic standing. Our findings suggest that positional power positively influences all three of these dimensions. We discuss the significance of these results for future research.	
10.2307/2096265	10.2307/2096265	Religion and Political Process in an American City	Rhys H. Williams, N. J. Demerath III	American Sociological Review	56	4	1991-08-01T00:00:00Z	pp. 417-431	American Sociological Association	fla		Two themes in the political culture of the United States relate the nation's politics and government to religion. First is the sense of sacredness connected to the polity that is often termed  civil religion.  Second is the institutional  separation of church and state,  often turned into a normative  separate spheres  argument distancing religion from political activity. That these seemingly contradictory themes coexist is evidence for the interpretive openness of American culture. We observe both themes in the public politics of a mid-sized, northeastern city and identify three ways that the tensions between these themes are  resolved,  allowing the themes to coexist and providing cultural resources for those involved in civic politics.	
10.2307/2095892	10.2307/2095892	The Theory of the State Versus the State of Theory	Edward W. Lehman	American Sociological Review	53	6	1988-12-01T00:00:00Z	pp. 807-823	American Sociological Association	fla		Metatheory makes sociopolitical analyses of  stability  and  crisis  more empirically and theoretically comprehensive. Multidimensional yet parsimonious presuppositions and models reside at the core of metatheory. Power and viability are political sociology's pivotal presuppositional topics. A multidimensional view of power permits a more valid study of such issues as the interaction of capitalism and the state and the autonomy and transformative potential of the latter. Multidimensional analyses of viability encourage a tiered image of politics in which activity and passivity can coexist and the rejection of the binary interpretation of  stability  and  crisis.  A model of the polity with a minimum of four tiers is presented. The state tier is modeled as a complex organization. An organizational, but  nonmanagerialist,  perspective opposes a monogoaled view of state effectiveness. Moreover, viability is understood as entailing not merely state effectiveness but the efficiency of participation and the legitimacy of institutions as well.	
10.2307/2095825	10.2307/2095825	Inequality and Violence: Issues of Theory and Measurement in Muller	John Hartman, Wey Hsiao	American Sociological Review	53	5	1988-10-01T00:00:00Z	pp. 794-799	American Sociological Association	fla			
10.2307/2095934	10.2307/2095934	The Permeability of Class Boundaries to Intergenerational Mobility Among Men in the United States, Canada, Norway and Sweden	Mark Western, Erik Olin Wright	American Sociological Review	59	4	1994-08-01T00:00:00Z	pp. 606-629	American Sociological Association	fla		We explore the differential permeability of three class boundaries--the boundaries determined by property, authority and expertise--to intergenerational mobility among men in four developed capitalist economies: the United States, Canada, Norway and Sweden. We conclude: (1) In all four countries, the authority boundary is the most permeable to intergenerational mobility; (2) in the two North American countries, the patterns of permeability of class boundaries are broadly consistent with the expectations of neo-Marxist conceptualizations of class--the property boundary is the least permeable, followed by the expertise boundary, and then the authority boundary; (3) in the two Scandinavian countries, especially in Sweden, the property and expertise boundaries do not differ significantly in their degree of permeability; (4) the class boundary between workers and capitalists is less permeable than would be predicted from a strictly additive model of the permeability of the three dimensions of the class structure (property + authority + expertise); and (5) in the United States and Canada, the patterns of class boundary permeability to mobility are similar to the patterns of permeability to friendship and cross-class marriages, while mobility patterns in Norway and Sweden differ from friendship and marriage patterns.	
10.2307/2095866	10.2307/2095866	Inequality in the Military: Fact or Fiction?	Thomas Daula, D. Alton Smith, Roy Nord	American Sociological Review	55	5	1990-10-01T00:00:00Z	pp. 714-718	American Sociological Association	fla		We show that the apparent evidence of racial discrimination in Army promotion times found by Butler (1976) is a statistical artifact resulting from the failure to adjust for censoring in the data used. A Tobit analysis of the same data indicates that minorities are promoted more rapidly in some specialties and grades, and less rapidly or at the same rate in others.	
10.2307/2095943	10.2307/2095943	Winter Setback: The Racial Composition of Schools and Learning to Read	Doris R. Entwisle, Karl L. Alexander	American Sociological Review	59	3	1994-06-01T00:00:00Z	pp. 446-460	American Sociological Association	fla		This is a longitudinal study of the growth in reading comprehension over the first two years of school among a mixed-race random sample of children in Baltimore, Maryland. African-Americans in integrated schools made less progress in reading comprehension in winter when school was in session than did their counterparts in segregated schools. In summers, however, when they were not in school, the African-American children who attended integrated schools gained considerably more than their counterparts who attended segregated schools. White children made about the same progress in reading in integrated and segregated schools in winters and summers, even though the whites in integrated schools came from more educationally advantaged families. Thus, children of both races in integrated schools, who generally came from more educated families, did not make the expected gains in reading comprehension when school was open. In summers, however, students whose parents had more education forged ahead of those whose parents were high school dropouts. We consider several explanations for the relatively slow growth in reading comprehension we observed for children in integrated schools. It is most likely that acquisition of reading skills is harder for youngsters of both races in integrated schools because their language backgrounds differ. Early reading development depends heavily on a child's knowledge of spoken language, which for Baltimore children reflects their experience in segregated neighborhoods. At the same time, schools seem to help the children from economically disadvantaged homes--the ones who need help the most.	
10.2307/2096099	10.2307/2096099	Property Rights and Stratification in Socialist Redistributive Economies	Andrew G. Walder	American Sociological Review	57	4	1992-08-01T00:00:00Z	pp. 524-539	American Sociological Association	fla		In socialist economies, work organizations differ widely in the compensation they provide employees, despite the absence of key product and labor market processes thought to explain such inequalities in market economies. Existing theories of stratification in socialist economies focus on the power and privilege of elites, but inequalities among organizations are not created by political particularism or elite power. In this paper I sketch elements of an institutional theory of stratification anchored in a conception of property rights--the right to derive income from productive assets. Two aspects of property rights guide the analysis: (1) the dispersion of property rights across a hierarchy of government jurisdictions, and (2) the exercise of these rights by government jurisdictions as they extract revenues, primarily through taxation. Extraction of revenues from a work organization varies with the budgetary resources of a government jurisdiction and the dependence of that jurisdiction on the outputs of the organization. Variation in revenue extraction, in turn, creates inequalities among work organizations in their abilities to provide benefits to employees. An analysis of survey data on the provision of housing and benefits by work organizations in the large industrial city of Tianjin, China provides provisional support for these ideas.	
