id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2777762	10.2307/2777762	A Macrosociological Theory of Social Structure	Peter M. Blau	American Journal of Sociology	83	1	1977-07-01T00:00:00Z	pp. 26-54	The University of Chicago Press	fla		Social structure is conceptualized as the distributions of a population among social positions in a multidimensional space of positions. This quantitative conception of social structure is the basis for a deductive theory of the macrostructure of social associations in society. The likelihood that people engage in intergroup associations under specifiable structural conditions can bededuced from analaytic propositions about structural properties without any assumption about sociopsychological dispositions to establish intergroup associations, indeed, on the assumption that people prefer ingroup relations. Group size governs the probability of intergroup relations, a fact that has paradoxical implications for discrimination by a majority against a minority. Inequality impedes and heterogeneity promotes intergroup relations. The major structural condition that governs intergroup relations is the degree of connection of parameters. Intersecting parameters exert structural constraints to participate in intergroup relations; consolidated parameters impede them. The more differentiation of any kind penetrates into the substructures of society, the greater is the probability that extensive social relations integrate various segments in society.	
10.2307/2778625	10.2307/2778625	Minority Status, Ethnic Culture, and Distress: A Comparison of Blacks, Whites, Mexicans, and Mexican Americans	John Mirowsky II, Catherine E. Ross	American Journal of Sociology	86	3	1980-11-01T00:00:00Z	pp. 479-495	The University of Chicago Press	fla		We examine the psychological well-being of blacks, whites, Mexicans, and Mexican Americans. There are two perspectives on the differences in distress among these groups: the minority-status perspective and the ethnic-culture perspective. Within the context of the minority status perspective, two hypotheses are tested: (1) Minority status per se is distressing. (2) Minority status is distressing only because it is associated with low social class. Within the ethnic-culture perspective, a number of additional hypotheses are tested: (3) Mexican heritage is associated with lower distress (4) because the impact of social stressors is not as great among persons of Mexican heritage as among others. However, (5) Mexicans living in the United States but not raised here suffer distress due to cultural alienation. Within the minority-status perspective, hypothesis 1 is rejected. Hypothesis 2 is supported with the qualification that, although both the black and Mexican minorities are distressed by low income, only blacks are distressed by low education. This finding indicates the usefulness of the ethnic-culture perspective. Since Mexicans have lower distress than others, hypothesis 3 is supported. Hypothesis 4 is accepted because Mexicans are not distressed by low education or by divorce and separation. Hypothesis 5 is rejected. The results suggest that future research should concentrate on the effects of specific cultural arrangements rather than on general minority-status effects.	
10.2307/2780608	10.2307/2780608	G. H. Mead, Socialism, and the Progressive Agenda	Dmitri N. Shalin	American Journal of Sociology	93	4	1988-01-01T00:00:00Z	pp. 913-951	The University of Chicago Press	fla		Mead is known today primarily for his original philosophy and social psychology. Much less familiar to us is Mead the reformer, a man who sought to balance political engagement with academic detachment and who established himself as an astute critic of contemporary American society. This paper examines Mead's political beliefs and his theory of the reform process. Drawing on little-known sources and archival materials, it demonstrates that Mead shared socialism's humanitarian ends and that, following the dominant progressive ideology of his time, he sought to accomplish these ends by constitutional means. An argument is made that Mead's ideological commitments had profound effects on his substantive ideas, particularly on the dialectical premises of social interactionism. The final section of the paper discusses the legacy of Mead and the Progressive movement.	
10.2307/2781456	10.2307/2781456	Individual, Collective, and Systems Rationality in Work Groups: Dilemmas and Market-Type Solutions	Trond Petersen	American Journal of Sociology	98	3	1992-11-01T00:00:00Z	pp. 469-510	The University of Chicago Press	fla		In work teams two situations often arise: first, one can observe only the output of the work group, not the contributions of each member; second, the output of each member depends not only on herown effort but also on those of co-workers as well. The problem that arises is how to construct reward schemes. Group piece-rate schemes are often suggested as a solution. However, these are susceptible to free-rider problems. A classical solution relies on a supervisor who keeps free riders in line. This article duscusses another solution where the relationship between output and reward is highly nonlinear.	
10.2307/2777054	10.2307/2777054	Afrikaner Calvinism and Economic Action: The Weberian Thesis in South Africa	Randall G. Stokes	American Journal of Sociology	81	1	1975-07-01T00:00:00Z	pp. 62-81	The University of Chicago Press	fla		This paper examines the relationship between traditional Afrikaner religion and worldly action. The specific question addressed is why Afrikaner Calvinism, which is theologically identical to European Calvinism of the 18th century, had a highly conservative impact on economic action, in contrast to the European case. The theoretical position put forward is that any analysis of religion's secular impact must be contextual and focus upon what is here termed "operant religion," meaning religious belief as it has been actualized within the actor's phenomenal world. The major substantive portions of the paper are concerned with an explication of the way in which the social and historical context of Afrikaner Calvinism shaped Afrikaner operant religion and, secondly, with resulting consequences for economic action.	
10.2307/3083239	10.2307/3083239	Class Origins of the "New South": Planter Persistence and Industry in North Carolina	Dwight B. Billings	American Journal of Sociology	88		1982-01-01T00:00:00Z	pp. S52-S85	The University of Chicago Press	fla		A conventional view shared by sociologists and historians asserts that an ascendant middle class led the American South along a new path of capitalist industrial development in the early decades following the Civil War. This paper challenges this class interpretation of southern postbellum modernization, asserting instead the centrality of cotton planters in building key sectors of southern industry. A comparison of class relations in the textile, coal mining, and tobacco industries reveals the historical patterns which shaped industrial relations and ideology in planter-dominated southern industries.	
10.2307/2778339	10.2307/2778339	Erratum: Socioeconomic Status and Mental Disorder: New Evidence and a Sociomedical Formulation		American Journal of Sociology	86	4	1981-01-01T00:00:00Z		The University of Chicago Press	fla			
10.2307/2777723	10.2307/2777723	Bureaucracy and Ethnicity	David Nachmias, David H. Rosenbloom	American Journal of Sociology	83	4	1978-01-01T00:00:00Z	pp. 967-974	The University of Chicago Press	fla		A theoretical controversy has developed over the impact of social background on the attitudes, values, and behavior of public bureaucrats. Empirical analysis of the attitudes of Israeli citizens and public bureaucrats toward their national bureaucracy indicates that becoming a bureaucrat and even achieving high rank within the bureaucracy does not overcome the effect of ethnicity upon attitudes in areas of high salience to specific groups.	
10.2307/2781289	10.2307/2781289	The State of the Art in Welfare State Research on Social Spending Efforts in Capitalist Democracies Since 1960	Edwin Amenta	American Journal of Sociology	99	3	1993-11-01T00:00:00Z	pp. 750-763	The University of Chicago Press	fla			
10.2307/3083229	10.2307/3083229	Old Age in Early New England	John Demos	American Journal of Sociology	84		1978-01-01T00:00:00Z	pp. S248-S287	The University of Chicago Press	fla			
10.2307/2780517	10.2307/2780517	A Reassessment of the Effect of Income Maintenance on Marital Dissolution in the Seattle-Denver Experiment	Michael T. Hannan, Nancy Brandon Tuma	American Journal of Sociology	95	5	1990-03-01T00:00:00Z	pp. 1270-1298	The University of Chicago Press	fla		Cain and Wissoker claim that income-maintenance treatment had "no effect" on marital dissolution in the Seattle-Denver Income-Maintenance Experiment. Yet parametric and nonparametric analyses reveal that there was a significant increase in the dissolution rate for blacks and whites but not Chicanos. This conclusion holds for many different specifications, including a number that allow free-form time variation in response. While Cain and Wissoker's analyses and results differ in many ways from that of Groeneveld, Hannan, and Tuma, consideration of the full set of estimates (including both main effects and interaction effects) and analyses of the complete samples reveal that their analyses agree that the income-maintenance treatment increased rates of marital dissolution for blacks and whites.	
10.2307/2777202	10.2307/2777202	Occupational Positions and Class Identifications of Married Working Women: A Test of the Asymmetry Hypothesis	Kathleen V. Ritter, Lowell L. Hargens	American Journal of Sociology	80	4	1975-01-01T00:00:00Z	pp. 934-948	The University of Chicago Press	fla		Data for 566 married working women from the 1960, 1964,1968, and 1970 Survey Research Center election studies are examined in order to determine the relative impacts of wives' and husbands' occupational positions on wives' class identifications. The results suggest that traditional assumptions that wives derive their class positions and identifications exclusively or predominantly from the occupational positions of their husbands do not hold for working wives.	
10.2307/2778148	10.2307/2778148	Change of Heart: A Test of Some Widely Held Theories About Religious Conversion	Max Heirich	American Journal of Sociology	83	3	1977-11-01T00:00:00Z	pp. 653-680	The University of Chicago Press	fla		Classical social science descriptions of religious conversion focus on psychological stress, previous socialization, and various forms of direct social influence. This paper uses data about converts to Catholic Pentecostalism and a control sample to question the conventional wisdom. It shows how data can be organized to support classical claims, the systematically watches evidence fall away when the argument is organized more carefully. The paper closes with a theoretical critique of conventional arguments and suggestions for an alternative set of questions. These probe the circumstance and procedures by which a sense of ultimate grounding is affirmed or changed, at both an individual and a social level.	
10.2307/2778070	10.2307/2778070	Institutional Setting and Industrial Conflict in Quebec	Michael R. Smith	American Journal of Sociology	85	1	1979-07-01T00:00:00Z	pp. 109-134	The University of Chicago Press	fla		In this paper, I criticized and refine Snyder's (1975, 1977) interpretation of the relationship between institutional setting and industrial conflict. I argue, among other things, that it is always rational for employees to strike when unemployment is low, irrespective of the attitudes of employers or the extent to which a government is favorable to labor and that, consequently, if an economic model of industrial conflict fails to "work," it makes sense to look at the institutional bases of calculative bahavior on the part of organized labor rather than at the attitudes of employers or the government. I illustrate this argument with data from postwar Quebec.	
10.2307/2778144	10.2307/2778144	Social Facts and Rules of Practice	Glenn Mulligan, Bobbie Lederman	American Journal of Sociology	83	3	1977-11-01T00:00:00Z	pp. 539-550	The University of Chicago Press	fla		In explicating his concept of the social, Durkheim listed (1) attested specimens of social facts and (2) what he took to be the quintessential properties of such facts. Because he did not distinguish two kinds of rules-imperatives that regulate a preexisting activity and rules of practice that create the activities they defien-he failed to see that some of the social facts he had included in the term's extension had, at the same time, been precluded (both in principle and anomalously) from the term's intension. An upshot was that the imperative, regulative rules of the social order with the activities they govern were emphasizd (by Durkheim) a the expense of social action first constituted and the regulated by rules of practice. Recognition on the distinction between regualtive rules and rules of practice and of their conceptual connections with correspondingly different kinds of social facts redresses the balance.	
10.2307/2779549	10.2307/2779549	The Sexual Segregation of Occupations: Theories of Labor Stratification in Industry	William P. Bridges	American Journal of Sociology	88	2	1982-09-01T00:00:00Z	pp. 270-295	The University of Chicago Press	fla		Industry-level determination of occupational segregation by sex is predicted in differing manners by split labor market, class conflict, and industrial organization theory. This paper analyzes data from 160 census industrial classifications in an attempt to assess these alternative predictions. The findings show that the degree of market power in an industry is associated positively with the level of occupational segregation, the degree of unionization is associated negatively with this level, and "classically capitalist" organization of an industry is unrelated to it. These results are interpreted as providing qualified support for the industrial organization theory.	
10.2307/2777807	10.2307/2777807	The Population Ecology of Organizations	Michael T. Hannan, John Freeman	American Journal of Sociology	82	5	1977-03-01T00:00:00Z	pp. 929-964	The University of Chicago Press	fla		A population ecology perspective on organization-environment relations is proposed as an alternative to the dominant adaptation perspective. The strength of inertial pressures on organizational structure suggests the application of models that depend on competition and selection in populations of organizations. Several such models as well as issues that arise in attempts to apply them to the organization-environment problem are discussed.	
10.2307/2779051	10.2307/2779051	Max Weber, "Rational Capitalism," and Renaissance Italy: A Critique of Cohen	R. J. Holton	American Journal of Sociology	89	1	1983-07-01T00:00:00Z	pp. 166-180	The University of Chicago Press	fla		Contrary to Cohen, Max Weber did not believe that the initial development of modern rational capitalism occurred only after the Reformation. In the case of Renaissance Italy, however, recent empirical studies confirm Weber's view that the scale of modern rational capitalist development was still limited and that economic traditonalism prevailed. Although some thechnical advances were evident (e.g., in accounting), their significance has been exaggerated. This is due in large measure to the use of simplistic evolutionary models of social change which (in Weber's terms) conflate "technical rationality" with "rational economic action."	
10.2307/2781416	10.2307/2781416	The Culture of Production: Aesthetic Choices and Constraints in Culinary Work	Gary Alan Fine	American Journal of Sociology	97	5	1992-03-01T00:00:00Z	pp. 1268-1294	The University of Chicago Press	fla		The Creation of objects of "aesthetic value" is not merely a topic of philosophical speculation, but is a distinctly sociological activity. Each occupation maintains a sense of superior production (an "occupational aesthetic") that is not reducible to organizational demands. This perspective extends the production of culture approach that sees art as being like all work, suggesting, in contrast, that all work is like art. An aesthetic component to work is reflected in the desire to produce objects (or perfom tasks) so as to demonstrate the competence of the worker, as exemplified in a case study of work in four restaurant kitchens. The production of quality is not unbounded, as client demands, organizational efficiency, and the organization's resource base have effects. The centrality of an aesthetic orientation depends upon the market niche of one's organization, career stage in the occupation, and the nature of the work task.	
10.2307/2781023	10.2307/2781023	Recognition and Renown: The Survival of Artistic Reputation	Gladys Engel Lang, Kurt Lang	American Journal of Sociology	94	1	1988-07-01T00:00:00Z	pp. 79-109	The University of Chicago Press	fla		This inquiry into one aspect of collective memory-the differential survival of reputation-distinguishes between two components of reputation: recognition by peers and more universal renown. Before their style of working went out of fashion in the 1930s, all the artists studied had been recognized as painter-etchers, but few had achieved a level of renown that guaranteed the preservation of their original oeuvres, a condition that, in the instance of visual artists, is a sine qua non for being remembered. Where such preservation was not assured, the posthumous durability of reputation depended on the artist's own lifetime efforts to protect or project that reputation, survivors with a stake in preserving or enhancing the artist's reputation, linkages to networks facilitating entry into the cultural archives, and retrospective interest leading to the rediscovery of the artist as the symbolic representative of emerging cultural or political identities. Similar conditions for remembering exist in other areas of culture production; these are affected by the rate at which "old" work loses relevance, the nature of the creative achievement, and the medium in which it is preserved.	
10.2307/2778819	10.2307/2778819	Community Power and Population Increase: An Empirical Test of the Growth Machine Model	Larry Lyon, Lawrence G. Felice, M. Ray Perryman, E. Stephen Parker	American Journal of Sociology	86	6	1981-05-01T00:00:00Z	pp. 1387-1400	The University of Chicago Press	fla		Attempts to relate community power to policy outputs have been criticized for lacking theoretical relevance and statistical significance. To overcome these criticisms, this research employs a power-policy model based on a political economy framework which utilizes Molotch's conpetion of the community as a growth machine. Analysis of the Permanent Community Sample provides strong power-policy relationships that support the major tenets of the growth machine explanation: As members of the business elite gain power, they can successfully promote population growth that provides them with greater profits through higher property values. The most widely cited common good for growth, lower unemployment, does not accrue. This supports the relevance of a political economy approach to community phenomena and suggests different directions for community power research.	
10.2307/2781782	10.2307/2781782	Prejudice, Discrimination, and the Labor Market: Attainments of Immigrants in Australia	M. D. R. Evans, Jonathan Kelley	American Journal of Sociology	97	3	1991-11-01T00:00:00Z	pp. 721-759	The University of Chicago Press	fla		This article develops hypotheses about how prejudice can be expected to affect discrimination and tests them in Australia, a nation with numerous and diverse immigrants. Census data, analyzed with a flexible regression model, are from the 1981 1% Public Use Sample (PUS), with detailed information on education, occupation, income, timing of immigration, and language fluency. Attitudinal data, analyzed with LISREL methods, are from a representative national sample (N = 3,012). The analyses show that the sociological hypothesis of prejudice leading to discrimination is both wrong (there is little or no discrimination in jobs and pay) and right (prejudiced employers say they would discriminate in hiring). Economists employers, too,are partly wrong (competition does not force employers to renounce discriminatory hiring) and partly right(minorities receive equal rewards to education with no sign of discrimination on a social distance gradient). The authors suggest that "exclusionary" and "economic" discrimination are fundamentally distinct and that, unless exclusionary discrimination is nearly universal, it does not imply economic discrimination.	
10.2307/2779843	10.2307/2779843	Split Labor Market and the State: The Effect of Modernization on Jewish Industrial Workers in Tsarist Russia	Yoav Peled, Gershon Shafir	American Journal of Sociology	92	6	1987-05-01T00:00:00Z	pp. 1435-1460	The University of Chicago Press	fla		The displacement of higher-priced Jewish industrial workers in the Pale of Jewish Settlement in Tsarist Russia by lower-priced Polish, Lithuanian, Russian, and other workers durign early industrialization is examined in light of Edna Bonacich's split labor-market theory. Studies of split labor market have so far analyzed the opposite phenomenon: the exclusion of lower-priced workers (of a distinct ethnic background) or their transformation into a subordinate caste. This examination concurs with Bonacich's argument that a major form of ethnic conflict is generated in the labor market but demonstrates the necessity of specifying the historical period of capitalist development in which the victory of higher-priced workers, through the formation of a split labor market, is made possible. Such success is dependent on their degree of influence on the state, which, in turn, depends on their location in the productive process and on their level of economic and political organization.	
10.2307/2779839	10.2307/2779839	Social Contagion and Innovation: Cohesion versus Structural Equivalence	Ronald S. Burt	American Journal of Sociology	92	6	1987-05-01T00:00:00Z	pp. 1287-1335	The University of Chicago Press	fla		Two classes of network models are used to reanalyze a sociological classic often cited as evidence of social contagion in the diffusion of technological innovation: Medical Innovation. Debate between the cohesion and structural equivalence models poses the following question for study: Did the physicians resolve the uncertainty of adopting the new drug through conversations with colleagues (cohesion) or through their perception of the action proper for an occupant of their position in the social structure of colleagues (structural equivalence)? The alternative models are defined, compared, and tested. Four conclusions are drawn: (a) Contagion was not the dominant factor driving tetracyclene's diffusion. Where there is evidence of contagion, there is evidence of personal preferences at work.	
10.2307/2779084	10.2307/2779084	The Fallacy of the Latest Word: The Case of "Pietism and Science"	Robert K. Merton	American Journal of Sociology	89	5	1984-03-01T00:00:00Z	pp. 1091-1121	The University of Chicago Press	fla		The resiliency exhibited by some theories or derived hypotheses, despite their periodically "conclusive" refutation, is examined by taking the generic hypothesis on the connection between ascetic Protestantism and the emergence of modern science as a case in point. Refutations proposed in the Becker critique of the specific instance of Pietism and science strengthen rather than weaken the grounds for deepened interest in exploring both the generic and specific hypothesese insofar as the critique exhibits the fallacy of the latest word. That fallacy rests on three common but untenable tacit assumptions: (1) that latest word correctly formulates the essentials of the preceding word while being immune to the failures of observation and inference imputed to what went before, (2) that each succeeding work improves on its knowledge base, and (3) that theoretically derived hypotheses are to be abandoned as soon as they seem to be empirically falsified. An Appendix examines evidence on the sociohistorical particulars of the case.	
10.2307/2778540	10.2307/2778540	Hierarchy and Ecological Control in Federal Budgetary Decision Making	John F. Padgett	American Journal of Sociology	87	1	1981-07-01T00:00:00Z	pp. 75-129	The University of Chicago Press	fla		A central issue for fiscal sociology is the articulation between state and society. Operationally, what is required is the embedding of bureaucratic decision making in history. This article proposes the concepts of hierarcy and ecological control as one possible bridge between organization theorists and macro sociologists. A stochastic process model of federal budgetary decision making within the executive branch is developed and tested using HUD program allocation data from the Johnson administration. The model emphasizes that budgets emerge from the interaction of three levels of organizational decision making, each of which is embedded in a distinct cultural context. Historical application focuses on the impact of the Vietnam War on domestic antipoverty and housing programs.	
10.2307/2780776	10.2307/2780776	Survey-Based Experiments on White Racial Attitudes Toward Residential Integration	Howard Schuman, Lawrence Bobo	American Journal of Sociology	94	2	1988-09-01T00:00:00Z	pp. 273-299	The University of Chicago Press	fla		Using residential integration as the main focus and experiments within national sample surveys as the primary method, this paper examines several theoretical explanations that have been offered for white opposition to government enforcement of black rights to open housing. Each of the following explanations receives some support: resistance to government coercion generally and especially to coercion from the federal government, concern over social class differences between blacks and whites, concern over the consequences of open-housing laws, and general antiblack prejudice. The weighting of and relations among these various factors is still to be determined, but it appears clear that no single, simple explanation will suffice. The paper also illustrates the value of combining experimentation with traditional survey design in substantive investigations.	
10.2307/2779327	10.2307/2779327	Fame and Misfortune: Edging Women Out of the Great Literary Tradition	Gaye Tuchman, Nina E. Fortin	American Journal of Sociology	90	1	1984-07-01T00:00:00Z	pp. 72-96	The University of Chicago Press	fla		This article expands previous work on the impact of the consolidation of literature on the opportunities for Victorian women writers. That work had indicated that, as the high-culture novel evolved, the occupation "novelist" behaved like an "empty field" and men edged women out of their former numerical dominance as novelists. This paper examines the processes of political dominance through which men edged women out of participation in the evolving "Great Tradition of English Literature." It also studies how publications contributed differently to the fame garnered by early men and women writers and by late ones. The method used is regression analyses of data gathered from the Dictionary of National Biography and the British Museum Catalogue.	
10.2307/2779479	10.2307/2779479	Erratum: Temporal Changes and Urban Differences in Residential Segregation: A Reconsideration		American Journal of Sociology	88	4	1983-01-01T00:00:00Z		The University of Chicago Press	fla			
10.2307/2781549	10.2307/2781549	Reflected Appraisals, Parental Labeling, and Delinquency: Specifying a Symbolic Interactionist Theory	Ross L. Matsueda	American Journal of Sociology	97	6	1992-05-01T00:00:00Z	pp. 1577-1611	The University of Chicago Press	fla		This article draws on behavioral principles of George Herbert Mead and other symbolic interactionists to specify a theory of the self to explain delinquent behavior. The theoretical framework builds on Mead's analysis of the social act, symbolic interactionists' specification of the self as a reflection of appraisals made by significant others, and labeling theorists' notions of dramatization of evil, deviance amplification, and secondary deviance. This integrated framework is tested with a causal model of the causes and consequences of reflected appraisals and delinquent behavior. The analysis provides general support for the theory. Reflected appraisals of self are substantially affected by parental appraisals and prior delinquency; future delinquency is sustantially affected by reflected appraisals of self as a rule violator; and reflected appraisals mediate much of the effects on delinquency of parental appraisals, prior delinquency, and structural variables.	
10.2307/2779998	10.2307/2779998	Men, Women, and the Premed Persistence Gap: A Normative Alternatives Approach	Robert Fiorentine	American Journal of Sociology	92	5	1987-03-01T00:00:00Z	pp. 1118-1139	The University of Chicago Press	fla		Recent data indicate that, while almost the same proportion of male and female college freshmen enter undergraduate premedical programs, substantially fewer females eventually apply to medical school. College transcripts from a large eastern university were examined to determine whether the lower persistence rate of females is a consequence of a generally lower level of academic performance. The evidence indicates that the differential rate of application is only slightly determined by sex differences in academic performance. Most of the variance is the consequence of a unique pattern of persistence. Females with moderate and low levels of academic performance are substantially less likely than males with similar levels of performance to apply to medical school, but those with a high level of performance are equally likely to apply. Existing "normative" and "structural barriers" approaches in explaining the persistence gap are assessed in terms of logic and evidence. A "normative alternatives" approach that may provide a more adequate explanation of these findings is offered.	
10.2307/2780368	10.2307/2780368	Telephone and Automobile Diffusion in the United States, 1902-1937	Claude S. Fischer, Glenn R. Carroll	American Journal of Sociology	93	5	1988-03-01T00:00:00Z	pp. 1153-1178	The University of Chicago Press	fla		Although the telephone and automobile are two of the most significant technological developments of the modern era, we know little empirically about the conditions that encouraged their adoption. This paper attempts to explain their diffusion across the 48 contiguous states during the time of their initial popularization and fastest growth and examines which macrostructural attributes of states encouraged or discouraged their widespread adoption. It also examines whether these technologies stimulated or inhibited each other. The findings suggest that commercialization in urban centers spurred adoption of both the telephone and automobile. A more complex process occurred in rural America. States with many well-off, independent farmers were relatively quick adopters of both technologies. But states with many tenant farmers-primarily southern-were slow to adopt. The data also point to an important historical watershed, World War I: many of the accelerating factors before the war were less critical after the war, and, perhaps more important, the interaction between the technologies changed around the time of the war.	
10.2307/2782679	10.2307/2782679	Introduction: Reflections on Historical Prophecy in the Social Sciences	Michael Hechter	American Journal of Sociology	100	6	1995-05-01T00:00:00Z	pp. 1520-1527	The University of Chicago Press	fla			
10.2307/2777343	10.2307/2777343	Economic Strains and the Coping Function of Alcohol	Leonard I. Pearlin, Clarice W. Radabaugh	American Journal of Sociology	82	3	1976-11-01T00:00:00Z	pp. 652-663	The University of Chicago Press	fla		Some of the social and psychological antecedents of the use of alcohol to control emotional distress are examined. Interconnections are shown to exist among economic hardship, anxiety, and drinking for the relief of distress. These relationships are especially close among intensely anxious people having little sense of mastery and possessing low self-esteem. The results indicate that some functions of drinking stem from experiences and feelings rooted in basic features of social and economic organization.	
10.2307/2778501	10.2307/2778501	From the Study of Social Mobility to the Study of Society	Allan Sharlin	American Journal of Sociology	85	2	1979-09-01T00:00:00Z	pp. 338-360	The University of Chicago Press	fla		The numerous contemporary and historical studies of social mobility over the past several decades have often turned mobility into an object of study by itself. This had led to certain characteristic problems with occupational classification and the meaningful interpretation of mobility rates. A solution to these problems lies in using the study of social mobility as just one source for understanding social structure and social change. An extended example of such an approach is undertaken by examining the place of small shopkeepers in the occupational structure of mid-19th-century Frankfurt am Main.	
10.2307/2779222	10.2307/2779222	Military Keynesianism in the United States, 1949-1976: Disaggregating Military Expenditures and Their Determination	Alex Mintz, Alexander Hicks	American Journal of Sociology	90	2	1984-09-01T00:00:00Z	pp. 411-417	The University of Chicago Press	fla		This paper examines "... Military Expenditures in the United States, 1949-1976" at a less aggregate level than was done by Griffin, Devine, and Wallace. Assuming that distinctive and independent causal processes generate each of four subcategories that include nearly all military spending, Griffin, Devine, and Wallace's model can be transposed with little modification to the two most generously financed subcategories, equipment and personnel. However, their model casts little light on the determination of spending for operations and maintenance and research and development. Still, the level of industrial concentration emerges as an important source of spending on military research development, and this fact is consistent with suggestions in Galbraith's discussion of the "planning sector." Preelection increases in military spending appear to be (efficiently) earmarked for increases in the pay of military personnel.	
10.2307/2777641	10.2307/2777641	Communism, Conformity, Cohorts, and Categories: American Tolerance in 1954 and 1972-73	James A. Davis	American Journal of Sociology	81	3	1975-11-01T00:00:00Z	pp. 491-513	The University of Chicago Press	fla		Samuel A. Stouffer's 1954 survey is compared with replication data in the National Opinion Research Center's 1972-73 General Social Surveys to check his Predictions regarding the effects of generation, age, and education on toleranceof Communists and atheists. A flow graph model for difference equations involving categorical variables is used to organize the findings. Major conclusions are these: (1) there has been an average increase of about 23% in tolerant responses; (2) about 4% of this increase is due to cohort effects on educational attainment, as Stouffer predicted; (3) about 5% is due to cohort repalcement per se; (4) about 13% is due to increasing tolerance among all cohort and education groups, the opposite of what Stouffer predicted; and (5) about 1% is due to increased college attainment not accounted for by cohort.	
10.2307/2781550	10.2307/2781550	Successful Aging: A Life-Course Perspective on Women's Multiple Roles and Health	Phyllis Moen, Donna Dempster-McClain, Robin M. Williams, Jr.	American Journal of Sociology	97	6	1992-05-01T00:00:00Z	pp. 1612-1638	The University of Chicago Press	fla		Panel data from a sample of 313 women who were wives and mothers in 1956 and were interviewed both in 1956 and in 1986 are used to consider the pathways that lead to health and social integration. Possible relationships were explored between the number, duration, timing, and episodes of various nonfamily roles throughout adult-hood and subsequent health and multiple-role occupancy. It was found that occupying multiple roles in 1956, participating in volunteer work on an intermittent basis, and belonging to a club or organization were positively related to various measures of health and that occupying multiple roles in 1956, as well as doing volunteer work, was positively related to occupying multiple roles in 1986.	
10.2307/2782635	10.2307/2782635	Dependency, Disarticulation, and Denominator Effects: Another Look at Foreign Capital Penetration	William J. Dixon, Terry Boswell	American Journal of Sociology	102	2	1996-09-01T00:00:00Z	pp. 543-562	The University of Chicago Press	fla		Less developed countries desparately need capital to develop, but countries dependent on foreign capital face slower economic growth, higher income inequality, and possibly impaired domestic capital formation. These conclusions emerge from a reassessment of Glenn Firebaugh's broad critique of capital dependency research, which exposed an important error in earlier studies. The solution charts new theoreticall ground by factoring dependency effects into the differential productivity of foreign and domestic investment and the negative externalities from foreign capital penetration. The revised formulation is applied to cross-national analyses of economic growth, decapitalization, and income inequality. The findings consistently support capital dependency theory.	
10.2307/2777416	10.2307/2777416	Alienation Predictors of Differential Fertility: A Longitudinal Study	Arthur G. Neal, H. Theodore Groat	American Journal of Sociology	80	5	1975-03-01T00:00:00Z	pp. 1220-1226	The University of Chicago Press	fla		To explore the direction of causality in alienation and fertility relationships, longitudinal data were collected from 336 mothers in the Toledo metropolitn area. The results, based on analysis of changes over an eight-year time interval, supported the view that conditions of alienation are antecedent to and generative of high levels of fertility.	
10.2307/2779146	10.2307/2779146	The Black-and-White Model of Attitude Stability: A Latent Class Examination of Opinion and Nonopinion in the American Public	Marylee C. Taylor	American Journal of Sociology	89	2	1983-09-01T00:00:00Z	pp. 373-401	The University of Chicago Press	fla		Latent class analysis is used to examine Philip Converse's propositions about political opinion and nonopinion in the American public. Data were taken from the 1956, 1958, 1960 and the 1972, 1974, 1976 American voter panel studies conducted by the University of Michigan Institute for Social Research. Results support Converse's black-and-white model of attitude stability which posits the existence of some stable opinion holders and a group of "nonopinion" respondents whose positions vary unpredictably over time. Rates of opinion holding in the population were estimated to range from a low of 19% for the utilities and housing item, which was Converse's focus, to an atypical high of 59% for the busing item in the second panel. Models allowing for true score change estimated that the number of true score changers was small. The nonopinion respondents were apparently responsive enough to item content that their aggregated responses reflected the climate of opinion among those whose attitudes were better crystallized. As Converse had concluded, there was relatively little overlap of "issue publics"-those who held opinions on one issue were not necessarily opinion holders on other questions. There were not consistent differences in education or political involvement between opinion holders and nonopinion respondents. Relationships of education and political involvement to opinion holding suggest that respondents hold stable opinions on those issues that have greatest personal relevance for them.	
10.2307/2781337	10.2307/2781337	Simmel and Parsons Reconsidered	Donald N. Levine	American Journal of Sociology	96	5	1991-03-01T00:00:00Z	pp. 1097-1116	The University of Chicago Press	fla		Simmel and Parsons both formulated distinctive conceptions of sociology before executing their original sociological studies. These conceptions differed with regard to methods and to principles. Their divergences led Parsons to downplay Simmel's work, such that the relationship between Parsonian action theory and Simmelian sociology remains problematic to this day. A major divergence concerns the emphasis by Simmel on forms of interaction and the emphasis by Parsons on the substantive contents of action. This divergence remains even after one clarifies their respective presuppostions by differentiating variables that they confound. Both approache remain viable, particularly if they incorporate certain criticisms with which each confronts the other.	
